food_id,item,veg_or_non_veg
fd130022,Boneless Chicken Wings(Large) + 1 Dip,Non-veg
fd130023,Fiery Hell Dip,Veg
fd130024,Herby Garlic,Veg
fd130025,Easy Cheesy Dip,Veg
fd130028,Chicken Fries (5 Pcs),Non-veg
fd130031,Medium Peri Peri Fries,Veg
fd130033,Creamy Italian  Fries,Veg
fd130034,Med Pepsi,Veg
fd130035,King Pepsi 550 ml,Veg
fd130038,Berry Blast Thick Shake,Veg
fd130039,Choco Lava Cup,Veg
fd130040,Chocolate Mousse Cup,Veg
fd130041,Boneless Wings Regular,Non-veg
fd130048,Berry Blast Thickshake,Veg
fd130055,Punjab Thali,Veg
fd130069,Tava Roti Plain,Veg
fd130070,Tava Roti Butter,Veg
fd130071,Tava Paratha Plain,Veg
fd130074,Thai Spice Tomato,Veg
fd130075,Kimchi,Veg
fd130076,Veggie Broth Truffle Oil,Veg
fd130077,Chinese Dumpling,Veg
fd130078,Sautee Mushroom,Veg
fd130079,Tempura Veggies With Abc Soya,Veg
fd130080,Mushroom Babycorn Stirfry,Veg
fd130081,Asian Corn Pillows With Pepper Dip,Veg
fd130082,Korean Gochujang Kimchi Bun,Veg
fd130083,Tettokboki,Veg
fd130085,Indostyle Cottage Cheese & Crackling Spinach,Veg
fd130087,Edamame Truffle Oil,Veg
fd130088,Crystal Veggie Dimsum,Veg
fd130089,Chilli Cottage Cheese Broccoli,Veg
fd130090,Spinach Corn Cottage Cheese Gyoza,Veg
fd130091,Avocado Cucumber Cream Cheese,Veg
fd130092,Rainbow  Sushi,Veg
fd130093,Dynamite Roll,Veg
fd130094,Summer Veggie Roll,Veg
fd130095,Asparagus Tempura,Veg
fd130096,Teriyaki Mushroom,Veg
fd130097,Basil Glazed Chilly Cottage Cheese,Veg
fd130098,Pan Fried Teryaki Lotus Stem,Veg
fd130099,Tangy Tempura Veggie,Veg
fd130100,Firecracker Cottage Cheese Bao Bun,Veg
fd130101,Black Pepper Veggie Bao Bun,Veg
fd130102,Mushroom Cheese Bao Bun,Veg
fd130103,Bibimbap Bowl,Veg
fd130104,Ramen Bowl,Veg
fd130105,Laksa Curry Bowl,Veg
fd130106,Kung Pao Bowl,Veg
fd130108,Korean Fried Sticky Rice,Veg
fd130109,Butter Fried Rice,Veg
fd130110,Black Bean Fried Rice Wok Bowl,Veg
fd130111,Black Bean Noodle Wok Bowl,Veg
fd130112,Black Pepper Noodle Wok Bowl,Veg
fd130113,Black Pepper Fried Rice Wok Bowl,Veg
fd130114,Sichuan Sauce Noodle Wok Bowl,Veg
fd130115,Sichuan Sauce Fried Rice Wok Bowl,Veg
fd130116,Soba Scallion Hot Oil Noodles,Veg
fd130117,Flavoured Chilli Oil Udon Noodles,Veg
fd130118,Chilli Cottage Cheese Fried Rice,Veg
fd130119,Rose Pistachio Tres Leches,Veg
fd130120,Chocolate Ganache Tart With Seasalt Crumble,Veg
fd130121,Sesame Cracking Cheesecake,Veg
fd130123,Star Anise Basil,Veg
fd130130,The Page 1 Special,Veg
fd130131,Broccoli & Almond,Veg
fd130132,Mexican Chilli Bean,Veg
fd130135,Tomato Soup Of Your Choice,Veg
fd130138,Talumien,Veg
fd130139,Spinach Cheese Nuggets 8 Pes,Veg
fd130140,Quesedillas,Veg
fd130141,Cheese Chilli Garlic Balls 8 Pex,Veg
fd130142,Bruschetta 8 Pex,Veg
fd130143,Bruschetta Indiana 8 Pes,Veg
fd130144,Tex Mex Tacos 6 Pes,Veg
fd130145,Grilled Paneer with Peanut Sauce 8 Pcs,Veg
fd130146,Baked Nachos,Veg
fd130147,Sesame Paneer Chilly [250gm],Veg
fd130148,Manchurian Balls [250gms],Veg
fd130149,Crackling spinach and Crunchy Potato Szechwan [250gms],Veg
fd130150,Chilly Wanton [250gm],Veg
fd130151,Shandong Spring Rolls [250gm],Veg
fd130152,Tibetan Steamed Momos [10pc],Veg
fd130153,Jalapeno Paneer Tikka [8pcs],Veg
fd130154,Pesto Paneer Tikka [8pcs],Veg
fd130155,Rajputana Paneer ke Sooley [8pc],Veg
fd130156,Paneer Tikka Patiala Shahi [8pc],Veg
fd130157,Paneer Tikka 8 Pea,Veg
fd130158,Cheesy Harabhara Kebab 8 Pea,Veg
fd130159,Haritali Tandoori Aloo 8 Pcs,Veg
fd130160,Bikarnery Papad Polly 8 Pea,Veg
fd130161,Bharwan Tandoori Khumb 8 Pea,Veg
fd130162,Dahi Kebab [8pc],Veg
fd130163,Page 1 Kebabi Khazana 12 Pcs,Veg
fd130164,Frukt Cocktail Pineapple,Veg
fd130165,Chaas Approx [270ml],Veg
fd130166,Lassi 270 ml,Veg
fd130167,Nawabi Lassi Approx [270ml],Veg
fd130168,Milk Shake Vanilla Plain,Veg
fd130169,Milk Shake Strawberry Plain,Veg
fd130170,Milk Shake Chocolate Plain,Veg
fd130171,Milk Shake Vanilla with Ice Cream,Veg
fd130172,Milk Shake Strawberry with Ice Cream,Veg
fd130173,Milk Shake Chocolate with Ice Cream,Veg
fd130174,Cold Coffee Approx [270ml],Veg
fd130176,Thin Crust Pizza inch [9'],Veg
fd130177,Lasagne Approx [350gms],Veg
fd130178,Mexican Trio Approx [350gms],Veg
fd130179,Choose Your Pasta & Sauce,Veg
fd130180,Baked Duo Cheeselings Approx [350gm],Veg
fd130181,Baked Macroni with Pineapple,Veg
fd130183,Fajitas Approx [350gms],Veg
fd130184,Mexican Rice Approx [275gms],Veg
fd130185,Lebanese Rice Approx [275gms],Veg
fd130186,Chimi Changa Approx [350gms],Veg
fd130187,Foil Baked Rice Approx [275gms],Veg
fd130188,Steamed Rice Approx [400gms],Veg
fd130189,Thai Curries with Steamed Rice Approx [400gms],Veg
fd130190,Mongolian Fried Rice Approx [275gm],Veg
fd130192,Paneer Burra Shahi,Veg
fd130198,Khurchan Paneer Tawa Masala,Veg
fd130199,Paneer ka Salan,Veg
fd130200,Paneer Aap Ki Farmaish,Veg
fd130203,Chui Mui Kofta,Veg
fd130204,Subz Tawa Takatak,Veg
fd130205,Jodhpuri Kofta,Veg
fd130207,Dewani Handi,Veg
fd130208,Subz Khada Masala,Veg
fd130209,Subz Makhanwala,Veg
fd130210,Mushroom Matar Musallam,Veg
fd130212,Bharwan Dum Key Aloo,Veg
fd130213,Gobi Musallam Seasonal,Veg
fd130214,Amritsari Choley,Veg
fd130217,Dal Mast Zayka Fry Tadka,Veg
fd130221,Bharwan Masala Kulcha,Veg
fd130223,Roomali Roti Plain,Veg
fd130224,Roomali Roti Butter,Veg
fd130226,Naan / Kulcha Butter,Veg
fd130227,Naan / Kulcha Plain,Veg
fd130228,Naan / Kulcha Garlic,Veg
fd130229,Naan / Kulcha Hariyali,Veg
fd130233,Tandoori Roti Khasta,Veg
fd130234,Tandoori Roti Missi,Veg
fd130235,Nawabi Biryani Approx [500gm],Veg
fd130236,Subz Dum Biryani Approx [500gm],Veg
fd130237,Aloo Gobi ki Tehri Approx [350gms],Veg
fd130238,Masala Pulao Approx [275gm],Veg
fd130240,Steamed Rice Approx [275gms],Veg
fd130243,Blue with You,Veg
fd130244,Blue Hawain,Veg
fd130245,Lunko with Chiller,Veg
fd130246,Watermelon Bubble Gummer,Veg
fd130247,Mast Gauva,Veg
fd130250,Cappacino,Veg
fd130251,Irish Strong,Veg
fd130252,Rich Hazelnut,Veg
fd130255,Caramel Classic,Veg
fd130256,Hazelnut Power,Veg
fd130257,Signature Hot Choclate,Veg
fd130260,Sp Cold Coffee,Veg
fd130261,Choclate Coffee,Veg
fd130262,Nutella Mocha,Veg
fd130263,Almond Crunch Latte,Veg
fd130265,KitKat Coffee,Veg
fd130266,Oreo Mocha,Veg
fd130269,Gavuva Shake,Veg
fd130272,Sithaphal Shake,Veg
fd130275,Peenut Banana Shake,Veg
fd130276,Mango Maharaja,Veg
fd130277,Mango Strawberry,Veg
fd130281,Grapes,Veg
fd130283,Pink Guava,Veg
fd130285,Ltchi,Veg
fd130286,Litchi Mint,Veg
fd130290,Cold Coco with Icream,Veg
fd130291,Choclate,Veg
fd130292,Choco Banaha,Veg
fd130293,Choco Mango,Veg
fd130294,Dark Choclate,Veg
fd130295,Coconut Chocolate,Veg
fd130296,Snicker Shakes,Veg
fd130297,KitKat Shakes,Veg
fd130298,Oreo Choclate,Veg
fd130299,Rich Nutella,Veg
fd130300,Nutella Strawberry,Veg
fd130301,Guava Strawberry,Veg
fd130302,Kiwi Pineapple,Veg
fd130304,Litchi Watermelon,Veg
fd130305,Litchi Coconut,Veg
fd130306,Strawberry Coconut,Veg
fd130307,Apple Kiwi,Veg
fd130308,Peach Basil,Veg
fd130309,Papaya Melon,Veg
fd130310,Jamun Shot,Veg
fd130312,Kiw Shot,Veg
fd130314,Choco Chips Shot,Veg
fd130315,Oreo Shot,Veg
fd130316,Kit Ket Shot,Veg
fd130318,Dadgi Shot,Veg
fd130319,Jhatka Shot,Veg
fd130320,Chatpata Guava Shot,Veg
fd130321,Mango Maharani,Veg
fd130323,Baby Pink,Veg
fd130326,Cucumber Lemon Mint,Veg
fd130327,Mr Berry,Veg
fd130328,Litchi Mango Strawberry [3l],Veg
fd130335,Ginger Ice Tea,Veg
fd130336,Ginger Mint Ice Tea,Veg
fd130341,Cheese Chutny,Veg
fd130344,Peri Peri Aloo Masala,Veg
fd130346,Bombay Club,Veg
fd130347,Jangli Paneer,Veg
fd130348,Per Iperi Paneer,Veg
fd130349,Hot Maxican,Veg
fd130350,Colesow Hangama,Veg
fd130351,Tiki Sandwich,Veg
fd130353,Veg Cheese Panini,Veg
fd130354,Paneer Panini,Veg
fd130355,Sb Special,Veg
fd130358,Fries with Cheese Souce,Veg
fd130359,Bowl Of Love,Veg
fd130360,Iplan,Veg
fd130364,Butter 2 Slice,Veg
fd130370,Dabule Cheese Margarita Pizza,Veg
fd130372,Garden Pizza,Veg
fd130375,Makhani Pizza,Veg
fd130376,Sb Special Pizza,Veg
fd130377,Aloo Tiki,Veg
fd130380,Sb Special Burger,Veg
fd130382,Paneer Kadhai Roll,Veg
fd130383,Sauce,Veg
fd130386,Black Forest (500 Gm),Veg
fd130387,Blueberry Belgian Chocolate Ganache (500 Gm),Veg
fd130388,Classic Tiramisu (500 Gm),Veg
fd130389,Energy Coffee Cake (500 Gm),Veg
fd130390,Fantastic Chocolate Cake (500 Gm),Veg
fd130391,Fresh Strawberry ( Seasonal) (500 Gm),Veg
fd130392,Orange & Chocolate (500 Gm),Veg
fd130393,Pineapple Cake (500 Gm),Veg
fd130394,Raspberry Mousse (500 Gm),Veg
fd130395,Red Velvet (500 Gm),Veg
fd130396,Triple Chocolate Mousse (500 Gm),Veg
fd130397,Black Forest Mini Cake,Veg
fd130398,Choclate Cake  1 Kg,Veg
fd130399,Fruite Cake (500gm),Veg
fd130400,White Forest Mini Cakes,Veg
fd130401,Chocolate Truffle Mini Cake,Veg
fd130402,Ferro Rocher Cake,Veg
fd130403,Heart Shape Extra,Veg
fd130404,Kit Kat Mini Cake,Veg
fd130405,Oreo Cheesecake 500 Gms,Veg
fd130406,Rainbow Mini Cake,Veg
fd130408,Banta Soda,Veg
fd130413,Peach & Passion Fruit Iced Tea,Veg
fd130414,Kala Khatta Iced Tea,Veg
fd130417,Watter Bottle,Veg
fd130418,Gianduja Chocolate Waffles,Veg
fd130419,Blueberry Cream Cheese,Veg
fd130420,Honey Butter & Syrup,Veg
fd130421,Praline & Chocolate,Veg
fd130422,Cookieman Waffle,Veg
fd130423,Peanut Butter & White Chocolate,Veg
fd130425,Classic Waffle With Syrup & Fruits,Veg
fd130426,Own Waffle/pancanke,Veg
fd130427,Roasted Veg Pesto Focaccia,Veg
fd130428,Garden Fresh Croissant,Veg
fd130429,Red Pepper Caramalized Onion Focaccia,Veg
fd130431,Basil Paneer Tikka Baguette,Veg
fd130432,Caprese Baguete,Veg
fd130433,Cheese Masalapanini,Veg
fd130434,Pesto Corn And Cheese,Veg
fd130435,Paneer Nachos,Veg
fd130437,Sweet Chilli Thai Nachos,Veg
fd130438,Corn And Olive Cheese Nachos,Veg
fd130439,Jalapeno And Cheese Nacho,Veg
fd130440,Cerisette Cherry (per Pcs),Veg
fd130441,Ferrero Rocher Over Load (per Pcs),Veg
fd130442,Kinder Joy Overload (per Pcs),Veg
fd130443,Kitkat Overload (per Pcs),Veg
fd130444,Sprinkles Chocolate (per Pcs),Veg
fd130445,Choclate 4 Pcs Pack,Veg
fd130446,Choclate Pack Of 12 Hm,Veg
fd130447,Choclate Pack Of 9 Hm,Veg
fd130448,Choclate Slab,Veg
fd130449,Choclates 10 Pcs Box,Veg
fd130450,Choclates 20 Pcs Box,Veg
fd130451,Choclates Pack Of 6 Hm,Veg
fd130452,Salted Caramel Walnut Cinnabun,Veg
fd130453,Almond Lemon Glazed Cinnabun,Veg
fd130454,Peanut Royal Cinnabun,Veg
fd130455,Chocochip And Fudge Cinnabun,Veg
fd130457,Almond Orange Tart,Veg
fd130458,Cranberry Linzer Tart,Veg
fd130460,Funky Fries,Veg
fd130462,Cheese And Jalapeno,Veg
fd130463,Salsa And Cheese,Veg
fd130464,Kitkat Brownie,Veg
fd130468,Vanilla Topping For Brownies,Veg
fd130470,Dulche De Leche Caramel Cheesecake,Veg
fd130471,Mango Mousse Cheesecake,Veg
fd130472,Mix Berry Cheesecake,Veg
fd130473,Toasted Marshmallow Galore,Veg
fd130474,Churros With Chocolate And Cream,Veg
fd130475,Churros With Nutella And Cream,Veg
fd130476,Vanilla Topping For Churros,Veg
fd130477,Badam Pista Biscuits,Veg
fd130478,Biscotti Regina,Veg
fd130480,Chocolate & Nutella Cookies,Veg
fd130481,Cranberry Cookies,Veg
fd130482,Jaggery Wholewheat Cookies,Veg
fd130483,Jeera Biscuits,Veg
fd130485,Cookies Box,Veg
fd130486,Blueberry Donut,Veg
fd130487,Caramel Donut,Veg
fd130488,Coffee Fille Donut,Veg
fd130489,Oreo Donut,Veg
fd130490,Pack Of 6 Donut,Veg
fd130492,Apple Pie Muffin,Veg
fd130494,Egless Dalgona Coffee,Veg
fd130495,Strawberry Muffin,Veg
fd130497,Mini Muffin,Veg
fd130499,Tea Cake 300gms,Veg
fd130500,Tea Cake Mini,Veg
fd130501,Almond Croissant,Veg
fd130502,Banana Bread Blondies,Veg
fd130503,Cardamom Buns,Veg
fd130504,Pain Au Chocolate,Veg
fd130505,Red Valvet Pistacho Croso,Veg
fd130506,Mini Croissant,Veg
fd130508,Dark Choclate Pastry,Veg
fd130509,Molten Chocolate Pudding,Veg
fd130510,Opera,Veg
fd130514,Vanilla Raspberry,Veg
fd130516,Bourbon Pastry,Veg
fd130517,Choclate Mousse Jar,Veg
fd130518,Ferro Rocher Pastry,Veg
fd130521,Broccoli Quiche,Veg
fd130525,Pizzetta,Veg
fd130526,Stuff Masala Bun,Veg
fd130529,Veg Quiche,Veg
fd130530,Sambar,Veg
fd130531,Potatoe Stew,Veg
fd130533,Chapati (tawa Roti),Veg
fd130534,Charupayar Curry (green Mong Dal),Veg
fd130536,Thoran,Veg
fd130538,Kerala Style Spiced Buttermilk,Veg
fd130540,Macroni (indian Pasta),Veg
fd130544,Aloo Poori,Veg
fd130547,Vagara Idlies,Veg
fd130550,Poha Upma,Veg
fd130552,Tattu Dosa,Veg
fd130555,Plain Uttappam,Veg
fd130557,Onion Tomatoe Uttapam,Veg
fd130559,Upma Combo,Veg
fd130562,Swiggy Mini Combo,Veg
fd130563,"Tomatoe Masala Curry With Curd, Thoran Pappad",Veg
fd130564,Moru Kootan Rice And Thoran,Veg
fd130565,Rasam Rice Thoran,Veg
fd130566,Puttu Kadala Curry,Veg
fd130567,Curd Rice With Thoran,Veg
fd130568,Lemon Rice With Poriyal,Veg
fd130569,Sambar Rice And Thoran,Veg
fd130570,Tomatoe Rice & Curd,Veg
fd130571,Chole With Paratha,Veg
fd130572,Poori Chole Raita,Veg
fd130573,Rice Dal & One Veg Subzi,Veg
fd130574,Rajma Rice & Subzi,Veg
fd130575,Kerala Thali,Veg
fd130577,Sooji Ka Halwa,Veg
fd130578,Mangoe Sooji Halwa,Veg
fd130579,Semiya Kheer,Veg
fd130581,Dal Nimbu ka Shorba,Veg
fd130590,Garden Greens,Veg
fd130595,Mushroom & Potato Croquettes [ 8 pieces ],Veg
fd130596,Cheese & Vegetable Cigar Rolls [ 8 pieces ],Veg
fd130597,Corn & Cheese Balls [ 8 pieces ],Veg
fd130599,Crispy Corn Kernals,Veg
fd130603,Crispy Honey Chilli Cauliflower,Veg
fd130605,Crunchy Corn Kebab,Veg
fd130609,Tandoori Subz Platter [12pieces],Veg
fd130611,Paneer Shahajani Tikka,Veg
fd130614,Malai Brocolli,Veg
fd130615,Choice Of Paneer Preparations,Veg
fd130616,Choice Of Vegetables Preparation,Veg
fd130624,Aloo Tamatar Rasewala,Veg
fd130627,Khumb Hara Pyaj,Veg
fd130628,Khumb Do Pyaja,Veg
fd130629,Khumb Methi Masala,Veg
fd130633,Dal lasooni,Veg
fd130634,Maa Di Daal,Veg
fd130636,Rajma Rasila,Veg
fd130637,Kadi Pakora [ Punjabi ],Veg
fd130638,Subz ki Biryani,Veg
fd130641,Peas,Veg
fd130647,Punjab ki Khicdi,Veg
fd130662,Gulab ki Kheer,Veg
fd130663,Shahi Gulab Jamun [ 2pic ],Veg
fd130665,Aerated Drinks Can,Veg
fd130666,Namkin Lassi,Veg
fd130667,Sweet Lass,Veg
fd130669,Chaas Plan,Veg
fd130670,Chaas Masala,Veg
fd130673,Package Drinking Bottle,Veg
fd130679,Electric Lemonade,Veg
fd130680,Riders,Veg
fd130685,Choco Brownieshake,Veg
fd130688,Black Lemonade,Veg
fd130689,Chlorophyll Lemonade,Veg
fd130690,Hibiscus Lemonade,Veg
fd130691,Spirulina Lemonade,Veg
fd130692,ABC,Veg
fd130693,Fresh Folate,Veg
fd130695,Mausambi Juice,Veg
fd130699,Watermelon Bowl,Veg
fd130700,Pineapple Bowl,Veg
fd130701,Pineapple and watermelon Bowl,Veg
fd130702,Detox Fruit Bowl,Veg
fd130703,Diabetic Friendly Fruit Bowl,Veg
fd130704,Exotic Fruit Bowl,Veg
fd130705,Apple Combo (Serves 1-2),Veg
fd130706,Detox Lemonade Pack (Serves 4),Veg
fd130707,Detox Fruit Bowl Pack (Serves 4),Veg
fd130708,BFL Grilled Sandwich,Veg
fd130709,Cheesy Pizzeria Grilled Sandwich,Veg
fd130710,Mexicana Grilled Sandwich,Veg
fd130711,Corn Fiesta Grilled Sandwich,Veg
fd130712,BFL 2.0 (the Next Level Bfl) Grilled Club,Veg
fd130713,Bombay Veg Supreme Grilled Club,Veg
fd130714,Classic Veg Cheese Coleslaw Grilled Club,Veg
fd130715,Rollji's Grilled Club,Veg
fd130716,Tandoori Paneer Grilled Club,Veg
fd130718,Spicy Mexican Quesdilla,Veg
fd130719,Bhakhri Pizza,Veg
fd130720,Chef's Special 5 In 1 Pizza,Veg
fd130730,Kulcha Bhaji,Veg
fd130731,Punjabi Chhole With Kulcha,Veg
fd130732,Kashmiri Rajma With Jeera Rice,Veg
fd130738,Spicy Guava Mojito,Veg
fd130739,Blue Sea Mojito,Veg
fd130741,Lemon & Mint Mojito,Veg
fd130742,Nimbu Masala Soda,Veg
fd130746,AFL Grilled Sandwich,Veg
fd130748,Piri Piri Paneer Grilled Sandwich,Veg
fd130754,Butter Grilled Sandwich,Veg
fd130757,Aloo Veg Mix Grilled Sandwich,Veg
fd130761,Junglee Paneer Grilled Club,Veg
fd130764,Cheesy Pizzeria Wrap,Veg
fd130766,Piri Piri Paneer Wrap,Veg
fd130767,Spicy Mexican Wrap,Veg
fd130768,"Olive, Jalapeno & Corn Wrap",Veg
fd130769,Cheesy Pizzeria Quesadilla,Veg
fd130770,"Olive, Jalapeno & Corn Quesadilla",Veg
fd130771,Piri Piri Paneer Quesadilla,Veg
fd130772,Schezwan Paneer Quesadilla,Veg
fd130774,Tadoori Paneer Quesadilla,Veg
fd130776,Double Cheese Bhakhri Pizza,Veg
fd130792,Cheese Kulcha Bhaji,Veg
fd130794,Cheese Tawa Pulao,Veg
fd130808,Nimbu Masala Pani,Veg
fd130812,Extra Double Pav,Veg
fd130813,Extra Whole Wheat Kulcha (single),Veg
fd130814,Extra Single Pav,Veg
fd130815,Chikoo Thick Shake,Veg
fd130817,Kaju Anjeer Thick Shake,Veg
fd130819,Chocolate Chips Thick Shake,Veg
fd130820,Chocolate Kit Kat Thick Shake,Veg
fd130822,Strawberry Oreo Thick Shake,Veg
fd130823,Dal Vada Khiru (500gm),Veg
fd130824,Dal Vada(500 gms),Veg
fd130825,Dal Vada (750 gms),Veg
fd130827,Dal Vada Khiru (1 Kg),Veg
fd130828,Dal Vada ( 250gm),Veg
fd130831,Dal Vada (1 kg),Veg
fd130835,Vegetable Fried Rice (750 Gm),Veg
fd130836,Hong Kong Rice (750 Gm),Veg
fd130837,Singapuri Hakka Noodles (750 Gm),Veg
fd130838,Mexican Volvo Dip (8 Pcs),Veg
fd130839,Vegetable Manchurian [dry] (750 Gm),Veg
fd130840,Vegetable Manchurian [gravy] (750 Gm),Veg
fd130841,Cheese Chilly Open Toast (8 Pcs),Veg
fd130842,Cottage Cheese Li With Crackling Spinach (10 Pcs),Veg
fd130843,Crispy Honey Chilly Potato (10 Pcs),Veg
fd130844,Mexican Signature Rolls (8 Pcs),Veg
fd130845,Schezwan Paneer Sandwich,Veg
fd130846,Paneer Toofani Grilled Sandwich,Veg
fd130848,Indian Exotic Grilled Sandwich,Veg
fd130849,Cheesy Capsicam Corn Sandwich,Veg
fd130850,Talian Pizza Touch Sandwich,Veg
fd130851,Margherita Pizza (8 Inches),Veg
fd130852,Garden Special Pizza (8 Inches),Veg
fd130853,Pesto Pizza (8 Inches),Veg
fd130854,Cottage Cheese Wrap,Veg
fd130855,Mexican Tortilla Wrap,Veg
fd130856,Italian Pizza Touch Wrap,Veg
fd130857,Spinach Cheese Corn Wrap,Veg
fd130858,Mexican Rice With Tit Bit Curry (500 Gm),Veg
fd130859,Thai Rice With Curry [green] (250 Gm),Veg
fd130860,Pineapple Baked Macaroni (450 Gm),Veg
fd130861,Penne Arrabbiata Pasta (450 Gm),Veg
fd130862,Pasta In Makhani Sauce (450 Gm),Veg
fd130863,Alfredo Pasta (450 Gm),Veg
fd130864,Pasta In Creamy Peri Peri Sauce (450 Gm),Veg
fd130865,American Sweet Corn Salad (250 Gm),Veg
fd130866,Mexican Three Beans Salad (250 Gm),Veg
fd130867,Exotic Roasted Vegetables Salad,Veg
fd130868,Australian Garlic Bread Soup (250 Gm),Veg
fd130869,Vegetable Manchow Soup (250 Gm),Veg
fd130870,Mexican Chilly Beans Soup (250 Gm),Veg
fd130871,Burmese Khow Suey Soup (250 Gm),Veg
fd130872,Hot & Sour Soup (250 Gm),Veg
fd130873,Paneer Lababdar (250 Gm),Veg
fd130874,Paneer Jalfrezi Sabji (250 Gm),Veg
fd130875,Aachari Paneer Sabji (250 Gm),Veg
fd130876,Mix Vegetable Kadai (250 Gm),Veg
fd130877,Subz Bhuna Masala (250 Gm),Veg
fd130878,Shahi Paneer Korma (250 Gm),Veg
fd130879,Chur Chur Paneer (250 Gm),Veg
fd130880,Vegetable Nizami Handi (250 Gm),Veg
fd130881,Peshavari Paneer Sabji (250 Gm),Veg
fd130882,Miloni Subz Tarkari (250 Gm),Veg
fd130883,Vegetable Diwani Handi (250 Gm),Veg
fd130884,Khoya Kaju Kofta (250 Gm),Veg
fd130885,Methi Matter Malai (250 Gm),Veg
fd130886,Exotic Vegetable With Garlic Roased (250 Gm),Veg
fd130887,OFD Special Sabji (250 Gm),Veg
fd130888,Paneer Butter Masala With Cheese Kofta (250 Gm),Veg
fd130889,Plain Phulka Roti,Veg
fd130890,Butter Phulka Roti,Veg
fd130899,Dum Handi Biryani (450 Gm),Veg
fd130900,Subz Biryani (450 Gm),Veg
fd130901,Hyderabadi Biryani (450 Gm),Veg
fd130902,Paneer Toofani Biryani (450 Gm),Veg
fd130903,Tiranga Biryani OFD Speacial (450 Gm),Veg
fd130904,Dal Khichdi (450 Gm),Veg
fd130905,Palak Corn Khichdi (450 Gm),Veg
fd130906,Dal Khichdi With Lehsuni Tadka (450 Gm),Veg
fd130907,Mughlai Khichdi OFD Speacial (450 Gm),Veg
fd130908,Dal Fry (450 Gm),Veg
fd130909,Dal Tadka (450 Gm),Veg
fd130910,Lehsuni Dal Tadka (450 Gm),Veg
fd130911,Small Fix Thali,Veg
fd130912,Chinese Bowl,Veg
fd130915,Mexican Burrito Bowl,Veg
fd130916,Jeera Rice (450 Gm),Veg
fd130917,Ghee Roast Rice (450 Gm),Veg
fd130918,Vegetable Pulav (450 Gm),Veg
fd130920,Curries Kebab Platter,Veg
fd130921,Karari Rumali,Veg
fd130925,Paneer Tikka Angara [Dry],Veg
fd130926,Patiala Paneer ke Tikka,Veg
fd130927,Paneer Tikka Kalimiri,Veg
fd130930,TIRANGA PANEER TIKKA DRY,Veg
fd130931,TANDOORI MUSHROOM,Veg
fd130933,American Corn Fingers,Veg
fd130934,Corn Fritters,Veg
fd130937,Cottage Cheese 65,Veg
fd130938,Cottage Cheese Thai Cigar,Veg
fd130940,FRIED MOMO,Veg
fd130941,Oriental Cottage Cheese Shashlik,Veg
fd130942,TACOS,Veg
fd130943,Vegetable Manchurian Dry,Veg
fd130956,Murgh Kali Miri,Non-veg
fd130958,Murgh Tangdi Kebab,Non-veg
fd130959,Murgh Tikka Angara Dry,Non-veg
fd130960,MUTTON SEEKH KEBAB,Veg
fd130961,Samundri Ratan,Non-veg
fd130963,Tandoori Lollipop,Non-veg
fd130964,Tarah Tarah ke Kebab,Non-veg
fd130965,Tawa Fried Fish,Non-veg
fd130966,Murgh Karela Kebab,Non-veg
fd130973,Kandhari Kofta,Veg
fd130976,Paneer Angara Masala,Veg
fd130978,Paneer Nizami,Veg
fd130980,Paneer Shia Mirch,Veg
fd130982,Rarha Paneer,Veg
fd130983,Sabzi Aap ki Pasand,Veg
fd130985,Subzi Patiala,Veg
fd130986,Sabzi Methi Garlic Masala,Veg
fd130987,Vegetable Angare Masala,Veg
fd130989,Vegetable Tawa Khurchan,Veg
fd130991,Paneer Patiyala Tikka Masala,Veg
fd130992,KADAI SUBJI,Veg
fd130994,Kolhapuri Vegetable,Veg
fd131001,MUSHROOM TAWA MASALA,Veg
fd131002,PANEER LABABDAR,Veg
fd131003,Bhindi Aap Ki Pasand,Veg
fd131004,Balti Chicken,Non-veg
fd131005,Amritsari Fish Tikka Masala,Non-veg
fd131007,Chicken Bemisal,Non-veg
fd131009,Curries Murgh Masala,Non-veg
fd131010,Egg Curry,Veg
fd131011,Egg Lababdar,Veg
fd131012,Fish Tikka Tawa Masala,Non-veg
fd131013,Lucknowi Fish Masala,Non-veg
fd131014,Murgh Angara Masala,Non-veg
fd131015,Murgh Siya Mirch,Non-veg
fd131017,Mutton Rajputana With Bone,Non-veg
fd131019,Rahra Chicken,Non-veg
fd131020,Rahra Gosht,Non-veg
fd131021,Punjabi Fish Curry,Non-veg
fd131023,Mutton Mewari,Non-veg
fd131024,Murgh Mewari Curry,Veg
fd131025,Chicken with Choice of Gravy,Non-veg
fd131026,Mexican Rice with Salsa Curry,Non-veg
fd131030,Chicken San Margo,Non-veg
fd131031,Chicken Mexicana,Non-veg
fd131032,Fish in Hot Garlic Sauce,Non-veg
fd131034,Non Veg Mexican Hot Pot,Non-veg
fd131035,Baked Enchiladas,Veg
fd131039,Chinese Spicy Potatoes,Veg
fd131040,Veg Layered Lasagna,Veg
fd131042,Pasta with Choice of Sauce,Veg
fd131058,Chicken Mughlai Biryani,Non-veg
fd131059,Egg Biryani,Veg
fd131061,Veg. Hari Tarkari Biryani,Veg
fd131063,Chicken Lucknowi Dum Biryani,Non-veg
fd131065,Veg. Lucknowi Dum Biryani,Veg
